gene  status        value_1        value_2        p_value        q_value	significant
-  NOTEST        0.786164        2.84379        1        1	no
-  NOTEST        0        4.01938        1        1	no
-  NOTEST        0        4.02686        1        1	no
-  OK        2.38416        4.98274        0.2432        0.271716	no
-  NOTEST        1.71693        2.20859        1        1	no
-  NOTEST        1.09417        3.34325        1        1	no
-  NOTEST        1.69299        2.65267        1        1	no
-  NOTEST        3.01347        3.87642        1        1	no
-  NOTEST        1.74996        2.53352        1        1	no
-  NOTEST        2.4511        3.84199        1        1	no
-  NOTEST        3.9054        3.39385        1        1	no
-  OK        2.68625        4.86008        0.3567        0.380997	no
-  OK        0.5796        4.75374        0.2258        0.260978	no
-  NOTEST        0.994511        1.91776        1        1	no
-  NOTEST        0.631937        2.28666        1        1	no
-  NOTEST        2.79989        3.03807        1        1	no
-  OK        3.92637        2.67392        0.2356        0.266658	no
-  NOTEST        0.837166        1.69591        1        1	no
-  NOTEST        0.714655        1.49359        1        1	no
-  NOTEST        0.5824        2.037        1        1	no
-  OK        0.304345        3.66992        0.2249        0.260978	no
-  NOTEST        0        14.1345        1        1	no
-  NOTEST        0.837266        1.6654        1        1	no
-  OK        0.4802        6.71703        0.2249        0.260978	no
-  OK        1.35311        7.17993        0.12025        0.16982	no
-  OK        0.808874        4.87785        0.1155        0.165382	no
-  OK        3.46656        7.24629        0.1259        0.175614	no
-  OK        0.449936        4.34085        0.11275        0.164967	no
-  OK        0.553176        5.33688        0.22505        0.260978	no
-  NOTEST        0        5.44798        1        1	no
-  NOTEST        0        4.67826        1        1	no
-  OK        0.972543        5.62969        0.2299        0.260978	no
-  NOTEST        0        3.33757        1        1	no
-  NOTEST        0        2.94557        1        1	no
-  NOTEST        0.625409        3.9227        1        1	no
-  NOTEST        0        2.70962        1        1	no
-  OK        7.51943        14.5091        0.2739        0.298851	no
-  OK        1.82603        6.16668        0.0597        0.0941773	no
-  OK        0.669093        5.16418        0.2262        0.260978	no
-  OK        0.524482        5.81969        0.2249        0.260978	no
-  OK        0.652307        5.66394        0.22535        0.260978	no
-  OK        0.382347        3.87275        0.2249        0.260978	no
-  NOTEST        0        3.00151        1        1	no
-  OK        0.730894        5.28947        0.22625        0.260978	no
-  NOTEST        0        3.98958        1        1	no
-  NOTEST        0        4.98163        1        1	no
-  NOTEST        0        3.1727        1        1	no
-  NOTEST        0        3.33584        1        1	no
-  NOTEST        0        3.97544        1        1	no
-  OK        1.11373        6.98556        0.22985        0.260978	no
-  OK        1.24653        5.11039        0.1329        0.18257	no
-  NOTEST        0.592815        2.28773        1        1	no
-  NOTEST        2.70826        0.784504        1        1	no
-  NOTEST        2.05582        1.80825        1        1	no
-  NOTEST        1.47368        1.68857        1        1	no
-  NOTEST        1.44441        1.85688        1        1	no
-  NOTEST        1.36841        1.05682        1        1	no
-  NOTEST        0.879041        5.08844        1        1	no
-  NOTEST        0.608676        2.93617        1        1	no
-  NOTEST        0.676555        3.58915        1        1	no
-  NOTEST        0        3.76248        1        1	no
-  OK        0.699973        5.06402        0.22625        0.260978	no
-  OK        3.00887        10.16        0.1766        0.233264	no
-  OK        0.548177        4.75979        0.22535        0.260978	no
-  NOTEST        0        3.97316        1        1	no
-  NOTEST        0        3.36581        1        1	no
-  NOTEST        1.12576        2.17219        1        1	no
-  OK        2.74432        17.213        0.22985        0.260978	no
-  OK        0.252425        4.74919        0.2249        0.260978	no
-  OK        1.44802        10.4793        0.22625        0.260978	no
-  OK        0.20461        4.24414        0.11235        0.164967	no
-  OK        0.215384        6.02609        0.2249        0.260978	no
-  OK        0.640823        8.34711        0.2249        0.260978	no
-  OK        0.33272        7.38297        0.2249        0.260978	no
-  OK        2.40515        10.8286        0.0309        0.0518697	no
-  OK        4.46045        4.51496        0.9255        0.929157	no
-  OK        31.3184        6.48003        0.1509        0.202914	no
-  NOTEST        1.36329        2.19156        1        1	no
-  OK        9.11334        6.15242        0.6085        0.629353	no
-  NOTEST        1.17863        1.98971        1        1	no
-  OK        2.2141        3.73791        0.1277        0.176968	no
-  OK        2.79871        5.39799        0.27375        0.298851	no
-  NOTEST        0.798239        2.18296        1        1	no
-  OK        1.80646        7.84053        0.23975        0.271106	no
-  NOTEST        1.16416        1.49846        1        1	no
-  NOTEST        1.67894        1.29584        1        1	no
-  NOTEST        0        1.74969        1        1	no
-  NOTEST        0.793015        1.72095        1        1	no
-  NOTEST        0.541652        1.82964        1        1	no
-  NOTEST        1.86342        2.39703        1        1	no
-  NOTEST        2.10077        4.55895        1        1	no
-  NOTEST        1.04999        1.35066        1        1	no
-  NOTEST        4.47522        0.360691        1        1	no
-  NOTEST        1.21333        1.24321        1        1	no
-  NOTEST        2.16988        1.17788        1        1	no
-  NOTEST        1.57573        1.33066        1        1	no
-  OK        6.96991        0.374504        0.22015        0.260978	no
-  OK        1.89583        3.45485        0.12435        0.174452	no
-  OK        1.08117        6.25849        0.2299        0.260978	no
-  OK        2.77036        10.0245        0.14755        0.198642	no
-  OK        5.62227        9.49235        0.4639        0.487362	no
-  OK        1.39641        3.59258        0.05475        0.087157	no
-  OK        2.53438        12.2255        0.25385        0.27913	no
-  NOTEST        2.50434        4.02686        1        1	no
-  OK        1.82849        7.49841        0.1329        0.18257	no
-  OK        5.25191        6.58823        0.7004        0.717438	no
-  NOTEST        0.415517        3.20704        1        1	no
-  OK        3.25964        8.65017        0.28        0.303676	no
-  OK        3.13783        6.05457        0.2621        0.28749	no
-  OK        1.64623        3.17647        0.0922        0.140182	no
-  OK        1.45594        5.26657        0.14755        0.198642	no
-  OK        1.87628        3.98241        0.0311        0.0521144	no
-  OK        3.03324        5.56085        0.30085        0.325501	no
-  OK        0.782782        4.71957        0.1155        0.165382	no
-  OK        1.51666        4.26805        0.0399        0.0654941	no
-  OK        3.37029        5.57411        0.27175        0.297463	no
-  OK        3.84625        6.8015        0.40185        0.426098	no
-  OK        0.517042        3.61681        0.11545        0.165382	no
-  OK        2.62136        5.96079        0.07485        0.115809	no
-  OK        1.2364        4.77139        0.0401        0.0657447	no
-  OK        3.0221        4.37386        0.3304        0.354712	no
-  NOTEST        2.49607        6.02034        1        1	no
-  NOTEST        0.89433        3.23506        1        1	no
-  NOTEST        1.99995        3.61721        1        1	no
-  OK        2.141        18.5902        0.22535        0.260978	no
-  OK        2.77036        7.35175        0.28        0.303676	no
-  OK        2.51587        9.3034        0.04765        0.0768241	no
-  OK        9.03605        8.09658        0.8516        0.860425	no
-  OK        15.2809        1.22855        0.2173        0.260978	no
-  OK        6.38562        6.54475        0.92245        0.926306	no
-  OK        34.9389        4.21699        0.1258        0.175614	no
-  OK        30.1896        63.0945        0.2432        0.271716	no
-  OK        2.10077        6.08028        0.2073        0.260978	no
-  OK        6.59468        17.5004        0.28        0.303676	no
-  OK        2.05358        4.5813        0.07235        0.112471	no
-  OK        2.92868        4.64241        0.3365        0.360748	no
-  OK        1.47961        7.49343        0.12045        0.16982	no
-  OK        6.17435        11.9137        0.2739        0.298851	no
-  OK        1.32266        4.21134        0.0622        0.0978029	no
-  OK        2.38508        4.07109        0.0761        0.117626	no
